"Name","Commuting by Means of Transportation"
"Description","The share of individuals who worked in the last week by their usual means of transportation.&nbsp;""Public transit"" includes subway, bus, railroad, and ferry; ""Carpool, Taxi, Other"" includes motorcycle or any other method not listed."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08006 (2012-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes",""

Location,Means of Transportation,TimeFrame,DataFormat,Data,Fips
Washington Heights,Driving Alone,2018,Percent,0.08659,112
Mott Haven,Driving Alone,2018,Percent,0.15535,201
Hunts Point,Driving Alone,2018,Percent,0.15535,202
Morrisania,Driving Alone,2018,Percent,0.16901,203
Concourse/Highbridge,Driving Alone,2018,Percent,0.14429,204
University Heights,Driving Alone,2018,Percent,0.17681,205
East Tremont,Driving Alone,2018,Percent,0.16901,206
Bedford Park,Driving Alone,2018,Percent,0.14396,207
Riverdale,Driving Alone,2018,Percent,0.28998,208
Unionport/Soundview,Driving Alone,2018,Percent,0.24989,209
Throgs Neck,Driving Alone,2018,Percent,0.40406,210
Pelham Parkway,Driving Alone,2018,Percent,0.32622,211
Williamsbridge,Driving Alone,2018,Percent,0.31609,212
Williamsburg/Greenpoint,Driving Alone,2018,Percent,0.1068,301
Fort Greene/Brooklyn Hts,Driving Alone,2018,Percent,0.06692,302
Bedford Stuyvesant,Driving Alone,2018,Percent,0.13693,303
Bushwick,Driving Alone,2018,Percent,0.10717,304
East New York,Driving Alone,2018,Percent,0.25808,305
Park Slope,Driving Alone,2018,Percent,0.09325,306
Sunset Park,Driving Alone,2018,Percent,0.11163,307
Crown Heights North,Driving Alone,2018,Percent,0.11901,308
Crown Heights South,Driving Alone,2018,Percent,0.13923,309
Bay Ridge,Driving Alone,2018,Percent,0.22742,310
Bensonhurst,Driving Alone,2018,Percent,0.22033,311
Borough Park,Driving Alone,2018,Percent,0.21053,312
Coney Island,Driving Alone,2018,Percent,0.26846,313
Flatbush/Midwood,Driving Alone,2018,Percent,0.19609,314
Sheepshead Bay,Driving Alone,2018,Percent,0.32248,315
East Flatbush,Driving Alone,2018,Percent,0.25689,317
Canarsie,Driving Alone,2018,Percent,0.37727,318
Astoria,Driving Alone,2018,Percent,0.13904,401
Sunnyside/Woodside,Driving Alone,2018,Percent,0.17182,402
Jackson Heights,Driving Alone,2018,Percent,0.21165,403
Elmhurst/Corona,Driving Alone,2018,Percent,0.19275,404
Ridgewood/Glendale,Driving Alone,2018,Percent,0.31292,405
Rego Park/Forest Hills,Driving Alone,2018,Percent,0.21165,406
Flushing,Driving Alone,2018,Percent,0.34245,407
Fresh Meadows/Briarwood,Driving Alone,2018,Percent,0.35892,408
Woodhaven,Driving Alone,2018,Percent,0.31581,409
Howard Beach,Driving Alone,2018,Percent,0.46656,410
Bayside,Driving Alone,2018,Percent,0.51253,411
Jamaica/St. Albans,Driving Alone,2018,Percent,0.43165,412
Queens Village,Driving Alone,2018,Percent,0.51416,413
The Rockaways,Driving Alone,2018,Percent,0.47047,414
St. George,Driving Alone,2018,Percent,0.49532,501
South Beach,Driving Alone,2018,Percent,0.56249,502
Tottenville,Driving Alone,2018,Percent,0.63908,503
Bronx,Driving Alone,2018,Percent,0.23537,36005
Brooklyn,Driving Alone,2018,Percent,0.18809,36047
Manhattan,Driving Alone,2018,Percent,0.05715,36061
Queens,Driving Alone,2018,Percent,0.32797,36081
Staten Island,Driving Alone,2018,Percent,0.56569,36085
New York City,Driving Alone,2018,Percent,0.22469,3651000
Battery Park/Tribeca,Public Transit,2012,Percent,0.55983,101
Greenwich Village,Public Transit,2012,Percent,0.55983,102
Lower East Side,Public Transit,2012,Percent,0.60433,103
Chelsea/Clinton,Public Transit,2012,Percent,0.45812,104
Midtown Business District,Public Transit,2012,Percent,0.45812,105
Murray Hill/Stuyvesant,Public Transit,2012,Percent,0.42021,106
Upper West Side,Public Transit,2012,Percent,0.67617,107
Upper East Side,Public Transit,2012,Percent,0.53707,108
Manhattanville,Public Transit,2012,Percent,0.64753,109
Central Harlem,Public Transit,2012,Percent,0.73743,110
East Harlem,Public Transit,2012,Percent,0.71943,111
Washington Heights,Public Transit,2012,Percent,0.6503,112
Mott Haven,Public Transit,2012,Percent,0.674,201
Hunts Point,Public Transit,2012,Percent,0.674,202
Morrisania,Public Transit,2012,Percent,0.65197,203
Concourse/Highbridge,Public Transit,2012,Percent,0.64187,204
University Heights,Public Transit,2012,Percent,0.67454,205
East Tremont,Public Transit,2012,Percent,0.65197,206
Bedford Park,Public Transit,2012,Percent,0.68364,207
Riverdale,Public Transit,2012,Percent,0.54058,208
Unionport/Soundview,Public Transit,2012,Percent,0.66074,209
Throgs Neck,Public Transit,2012,Percent,0.44249,210
Pelham Parkway,Public Transit,2012,Percent,0.50783,211
Williamsbridge,Public Transit,2012,Percent,0.51985,212
Williamsburg/Greenpoint,Public Transit,2012,Percent,0.60896,301
Fort Greene/Brooklyn Hts,Public Transit,2012,Percent,0.67921,302
Bedford Stuyvesant,Public Transit,2012,Percent,0.64884,303
Bushwick,Public Transit,2012,Percent,0.70172,304
East New York,Public Transit,2012,Percent,0.67113,305
Park Slope,Public Transit,2012,Percent,0.66046,306
Sunset Park,Public Transit,2012,Percent,0.61854,307
Crown Heights North,Public Transit,2012,Percent,0.69827,308
Crown Heights South,Public Transit,2012,Percent,0.70115,309
Bay Ridge,Public Transit,2012,Percent,0.53725,310
Bensonhurst,Public Transit,2012,Percent,0.63064,311
Borough Park,Public Transit,2012,Percent,0.4398,312
Coney Island,Public Transit,2012,Percent,0.53058,313
Flatbush/Midwood,Public Transit,2012,Percent,0.59311,314
Sheepshead Bay,Public Transit,2012,Percent,0.4923,315
Brownsville,Public Transit,2012,Percent,0.66689,316
East Flatbush,Public Transit,2012,Percent,0.64949,317
Canarsie,Public Transit,2012,Percent,0.48179,318
Astoria,Public Transit,2012,Percent,0.69676,401
Sunnyside/Woodside,Public Transit,2012,Percent,0.69565,402
Jackson Heights,Public Transit,2012,Percent,0.66055,403
Elmhurst/Corona,Public Transit,2012,Percent,0.70553,404
Ridgewood/Glendale,Public Transit,2012,Percent,0.54719,405
Rego Park/Forest Hills,Public Transit,2012,Percent,0.61512,406
Flushing,Public Transit,2012,Percent,0.37539,407
Fresh Meadows/Briarwood,Public Transit,2012,Percent,0.47231,408
Woodhaven,Public Transit,2012,Percent,0.52181,409
Howard Beach,Public Transit,2012,Percent,0.44358,410
Bayside,Public Transit,2012,Percent,0.26122,411
Jamaica/St. Albans,Public Transit,2012,Percent,0.5201,412
Queens Village,Public Transit,2012,Percent,0.35067,413
The Rockaways,Public Transit,2012,Percent,0.34766,414
St. George,Public Transit,2012,Percent,0.37977,501
South Beach,Public Transit,2012,Percent,0.27842,502
Tottenville,Public Transit,2012,Percent,0.21444,503
Bronx,Public Transit,2012,Percent,0.59925,36005
Brooklyn,Public Transit,2012,Percent,0.60762,36047
Manhattan,Public Transit,2012,Percent,0.58658,36061
Queens,Public Transit,2012,Percent,0.5182,36081
Staten Island,Public Transit,2012,Percent,0.29282,36085
New York City,Public Transit,2012,Percent,0.55917,3651000
Battery Park/Tribeca,Public Transit,2013,Percent,0.57231,101
Greenwich Village,Public Transit,2013,Percent,0.57231,102
Lower East Side,Public Transit,2013,Percent,0.49447,103
Chelsea/Clinton,Public Transit,2013,Percent,0.46205,104
Midtown Business District,Public Transit,2013,Percent,0.46205,105
Murray Hill/Stuyvesant,Public Transit,2013,Percent,0.48531,106
Upper West Side,Public Transit,2013,Percent,0.72088,107
Upper East Side,Public Transit,2013,Percent,0.56874,108
Manhattanville,Public Transit,2013,Percent,0.70989,109
Central Harlem,Public Transit,2013,Percent,0.71864,110
Washington Heights,Public Transit,2013,Percent,0.66025,112
Mott Haven,Public Transit,2013,Percent,0.6996,201
Hunts Point,Public Transit,2013,Percent,0.6996,202
Morrisania,Public Transit,2013,Percent,0.6285,203
Concourse/Highbridge,Public Transit,2013,Percent,0.69656,204
University Heights,Public Transit,2013,Percent,0.64587,205
East Tremont,Public Transit,2013,Percent,0.6285,206
Bedford Park,Public Transit,2013,Percent,0.65973,207
Riverdale,Public Transit,2013,Percent,0.56186,208
Unionport/Soundview,Public Transit,2013,Percent,0.5817,209
Pelham Parkway,Public Transit,2013,Percent,0.52258,211
Williamsbridge,Public Transit,2013,Percent,0.51443,212
Williamsburg/Greenpoint,Public Transit,2013,Percent,0.64134,301
Fort Greene/Brooklyn Hts,Public Transit,2013,Percent,0.70521,302
Bedford Stuyvesant,Public Transit,2013,Percent,0.64775,303
Bushwick,Public Transit,2013,Percent,0.7631,304
East New York,Public Transit,2013,Percent,0.64522,305
Park Slope,Public Transit,2013,Percent,0.65913,306
Sunset Park,Public Transit,2013,Percent,0.65039,307
Crown Heights North,Public Transit,2013,Percent,0.70544,308
Crown Heights South,Public Transit,2013,Percent,0.66594,309
Bay Ridge,Public Transit,2013,Percent,0.56678,310
Bensonhurst,Public Transit,2013,Percent,0.61871,311
Borough Park,Public Transit,2013,Percent,0.47257,312
Coney Island,Public Transit,2013,Percent,0.56301,313
Flatbush/Midwood,Public Transit,2013,Percent,0.60641,314
Sheepshead Bay,Public Transit,2013,Percent,0.50922,315
Brownsville,Public Transit,2013,Percent,0.68369,316
East Flatbush,Public Transit,2013,Percent,0.6602,317
Canarsie,Public Transit,2013,Percent,0.48073,318
Astoria,Public Transit,2013,Percent,0.67171,401
Sunnyside/Woodside,Public Transit,2013,Percent,0.71924,402
Jackson Heights,Public Transit,2013,Percent,0.65411,403
Elmhurst/Corona,Public Transit,2013,Percent,0.66316,404
Ridgewood/Glendale,Public Transit,2013,Percent,0.52962,405
Rego Park/Forest Hills,Public Transit,2013,Percent,0.58748,406
Flushing,Public Transit,2013,Percent,0.37482,407
Fresh Meadows/Briarwood,Public Transit,2013,Percent,0.45384,408
Woodhaven,Public Transit,2013,Percent,0.5353,409
Howard Beach,Public Transit,2013,Percent,0.43813,410
Bayside,Public Transit,2013,Percent,0.3003,411
Jamaica/St. Albans,Public Transit,2013,Percent,0.51325,412
Queens Village,Public Transit,2013,Percent,0.38903,413
The Rockaways,Public Transit,2013,Percent,0.40424,414
St. George,Public Transit,2013,Percent,0.35583,501
South Beach,Public Transit,2013,Percent,0.28772,502
Tottenville,Public Transit,2013,Percent,0.27675,503
Bronx,Public Transit,2013,Percent,0.58973,36005
Brooklyn,Public Transit,2013,Percent,0.62203,36047
Manhattan,Public Transit,2013,Percent,0.59748,36061
Queens,Public Transit,2013,Percent,0.52232,36081
Staten Island,Public Transit,2013,Percent,0.30788,36085
New York City,Public Transit,2013,Percent,0.56683,3651000
Battery Park/Tribeca,Public Transit,2014,Percent,0.52937,101
Greenwich Village,Public Transit,2014,Percent,0.52937,102
Lower East Side,Public Transit,2014,Percent,0.51952,103
Chelsea/Clinton,Public Transit,2014,Percent,0.48871,104
Midtown Business District,Public Transit,2014,Percent,0.48871,105
Murray Hill/Stuyvesant,Public Transit,2014,Percent,0.48314,106
Upper West Side,Public Transit,2014,Percent,0.68859,107
Upper East Side,Public Transit,2014,Percent,0.57399,108
Manhattanville,Public Transit,2014,Percent,0.70693,109
Central Harlem,Public Transit,2014,Percent,0.7551,110
East Harlem,Public Transit,2014,Percent,0.73914,111
Washington Heights,Public Transit,2014,Percent,0.69494,112
Mott Haven,Public Transit,2014,Percent,0.72551,201
Hunts Point,Public Transit,2014,Percent,0.72551,202
Morrisania,Public Transit,2014,Percent,0.68546,203
Concourse/Highbridge,Public Transit,2014,Percent,0.7052,204
University Heights,Public Transit,2014,Percent,0.66785,205
East Tremont,Public Transit,2014,Percent,0.68546,206
Bedford Park,Public Transit,2014,Percent,0.66941,207
Riverdale,Public Transit,2014,Percent,0.54757,208
Unionport/Soundview,Public Transit,2014,Percent,0.61706,209
Throgs Neck,Public Transit,2014,Percent,0.41628,210
Pelham Parkway,Public Transit,2014,Percent,0.51071,211
Williamsbridge,Public Transit,2014,Percent,0.52246,212
Williamsburg/Greenpoint,Public Transit,2014,Percent,0.62334,301
Fort Greene/Brooklyn Hts,Public Transit,2014,Percent,0.68249,302
Bedford Stuyvesant,Public Transit,2014,Percent,0.68747,303
Bushwick,Public Transit,2014,Percent,0.70284,304
East New York,Public Transit,2014,Percent,0.69178,305
Park Slope,Public Transit,2014,Percent,0.65335,306
Sunset Park,Public Transit,2014,Percent,0.65895,307
Crown Heights North,Public Transit,2014,Percent,0.70891,308
Crown Heights South,Public Transit,2014,Percent,0.70897,309
Bay Ridge,Public Transit,2014,Percent,0.52913,310
Bensonhurst,Public Transit,2014,Percent,0.60848,311
Borough Park,Public Transit,2014,Percent,0.45342,312
Coney Island,Public Transit,2014,Percent,0.54371,313
Flatbush/Midwood,Public Transit,2014,Percent,0.63007,314
Sheepshead Bay,Public Transit,2014,Percent,0.53201,315
Brownsville,Public Transit,2014,Percent,0.69394,316
East Flatbush,Public Transit,2014,Percent,0.66181,317
Canarsie,Public Transit,2014,Percent,0.49607,318
Astoria,Public Transit,2014,Percent,0.69055,401
Sunnyside/Woodside,Public Transit,2014,Percent,0.69745,402
Jackson Heights,Public Transit,2014,Percent,0.6637,403
Elmhurst/Corona,Public Transit,2014,Percent,0.69162,404
Ridgewood/Glendale,Public Transit,2014,Percent,0.56151,405
Rego Park/Forest Hills,Public Transit,2014,Percent,0.6054,406
Flushing,Public Transit,2014,Percent,0.36525,407
Fresh Meadows/Briarwood,Public Transit,2014,Percent,0.45938,408
Woodhaven,Public Transit,2014,Percent,0.5509,409
Howard Beach,Public Transit,2014,Percent,0.40266,410
Bayside,Public Transit,2014,Percent,0.31473,411
Jamaica/St. Albans,Public Transit,2014,Percent,0.52635,412
Queens Village,Public Transit,2014,Percent,0.33215,413
The Rockaways,Public Transit,2014,Percent,0.3916,414
St. George,Public Transit,2014,Percent,0.36486,501
South Beach,Public Transit,2014,Percent,0.29218,502
Tottenville,Public Transit,2014,Percent,0.22014,503
Bronx,Public Transit,2014,Percent,0.6063,36005
Brooklyn,Public Transit,2014,Percent,0.62228,36047
Manhattan,Public Transit,2014,Percent,0.6038,36061
Queens,Public Transit,2014,Percent,0.5229,36081
Staten Island,Public Transit,2014,Percent,0.29203,36085
New York City,Public Transit,2014,Percent,0.57073,3651000
Battery Park/Tribeca,Public Transit,2015,Percent,0.48623,101
Greenwich Village,Public Transit,2015,Percent,0.48623,102
Lower East Side,Public Transit,2015,Percent,0.5772,103
Chelsea/Clinton,Public Transit,2015,Percent,0.49818,104
Midtown Business District,Public Transit,2015,Percent,0.49818,105
Murray Hill/Stuyvesant,Public Transit,2015,Percent,0.47315,106
Upper West Side,Public Transit,2015,Percent,0.64507,107
Upper East Side,Public Transit,2015,Percent,0.55044,108
Manhattanville,Public Transit,2015,Percent,0.71489,109
Central Harlem,Public Transit,2015,Percent,0.75717,110
Washington Heights,Public Transit,2015,Percent,0.67461,112
Mott Haven,Public Transit,2015,Percent,0.68499,201
Hunts Point,Public Transit,2015,Percent,0.68499,202
Morrisania,Public Transit,2015,Percent,0.62945,203
Concourse/Highbridge,Public Transit,2015,Percent,0.71023,204
University Heights,Public Transit,2015,Percent,0.69751,205
East Tremont,Public Transit,2015,Percent,0.62945,206
Bedford Park,Public Transit,2015,Percent,0.66777,207
Riverdale,Public Transit,2015,Percent,0.5681,208
Unionport/Soundview,Public Transit,2015,Percent,0.63084,209
Throgs Neck,Public Transit,2015,Percent,0.44548,210
Pelham Parkway,Public Transit,2015,Percent,0.57815,211
Williamsbridge,Public Transit,2015,Percent,0.53307,212
Williamsburg/Greenpoint,Public Transit,2015,Percent,0.67152,301
Fort Greene/Brooklyn Hts,Public Transit,2015,Percent,0.66518,302
Bedford Stuyvesant,Public Transit,2015,Percent,0.65763,303
Bushwick,Public Transit,2015,Percent,0.71357,304
East New York,Public Transit,2015,Percent,0.65017,305
Park Slope,Public Transit,2015,Percent,0.68615,306
Sunset Park,Public Transit,2015,Percent,0.64503,307
Crown Heights North,Public Transit,2015,Percent,0.72741,308
Crown Heights South,Public Transit,2015,Percent,0.72923,309
Bay Ridge,Public Transit,2015,Percent,0.52407,310
Bensonhurst,Public Transit,2015,Percent,0.5821,311
Borough Park,Public Transit,2015,Percent,0.40276,312
Coney Island,Public Transit,2015,Percent,0.5529,313
Flatbush/Midwood,Public Transit,2015,Percent,0.59479,314
Sheepshead Bay,Public Transit,2015,Percent,0.52127,315
East Flatbush,Public Transit,2015,Percent,0.63848,317
Canarsie,Public Transit,2015,Percent,0.49387,318
Astoria,Public Transit,2015,Percent,0.71578,401
Sunnyside/Woodside,Public Transit,2015,Percent,0.68875,402
Jackson Heights,Public Transit,2015,Percent,0.62968,403
Elmhurst/Corona,Public Transit,2015,Percent,0.68176,404
Ridgewood/Glendale,Public Transit,2015,Percent,0.52585,405
Rego Park/Forest Hills,Public Transit,2015,Percent,0.6177,406
Flushing,Public Transit,2015,Percent,0.37201,407
Fresh Meadows/Briarwood,Public Transit,2015,Percent,0.47873,408
Woodhaven,Public Transit,2015,Percent,0.54809,409
Howard Beach,Public Transit,2015,Percent,0.44227,410
Bayside,Public Transit,2015,Percent,0.27779,411
Jamaica/St. Albans,Public Transit,2015,Percent,0.51648,412
Queens Village,Public Transit,2015,Percent,0.39019,413
The Rockaways,Public Transit,2015,Percent,0.37587,414
St. George,Public Transit,2015,Percent,0.39524,501
South Beach,Public Transit,2015,Percent,0.27827,502
Tottenville,Public Transit,2015,Percent,0.24844,503
Bronx,Public Transit,2015,Percent,0.61545,36005
Brooklyn,Public Transit,2015,Percent,0.61971,36047
Manhattan,Public Transit,2015,Percent,0.59471,36061
Queens,Public Transit,2015,Percent,0.52114,36081
Staten Island,Public Transit,2015,Percent,0.30653,36085
New York City,Public Transit,2015,Percent,0.56988,3651000
Battery Park/Tribeca,Public Transit,2016,Percent,0.49825,101
Greenwich Village,Public Transit,2016,Percent,0.49825,102
Lower East Side,Public Transit,2016,Percent,0.54754,103
Chelsea/Clinton,Public Transit,2016,Percent,0.46383,104
Midtown Business District,Public Transit,2016,Percent,0.46383,105
Murray Hill/Stuyvesant,Public Transit,2016,Percent,0.47941,106
Upper West Side,Public Transit,2016,Percent,0.63768,107
Upper East Side,Public Transit,2016,Percent,0.55363,108
Manhattanville,Public Transit,2016,Percent,0.71317,109
Central Harlem,Public Transit,2016,Percent,0.76978,110
East Harlem,Public Transit,2016,Percent,0.65189,111
Washington Heights,Public Transit,2016,Percent,0.69863,112
Mott Haven,Public Transit,2016,Percent,0.67894,201
Hunts Point,Public Transit,2016,Percent,0.67894,202
Morrisania,Public Transit,2016,Percent,0.64129,203
Concourse/Highbridge,Public Transit,2016,Percent,0.68832,204
University Heights,Public Transit,2016,Percent,0.67458,205
East Tremont,Public Transit,2016,Percent,0.64129,206
Bedford Park,Public Transit,2016,Percent,0.67522,207
Riverdale,Public Transit,2016,Percent,0.55903,208
Unionport/Soundview,Public Transit,2016,Percent,0.60946,209
Throgs Neck,Public Transit,2016,Percent,0.41494,210
Pelham Parkway,Public Transit,2016,Percent,0.50317,211
Williamsbridge,Public Transit,2016,Percent,0.52317,212
Williamsburg/Greenpoint,Public Transit,2016,Percent,0.66609,301
Fort Greene/Brooklyn Hts,Public Transit,2016,Percent,0.67273,302
Bedford Stuyvesant,Public Transit,2016,Percent,0.71792,303
Bushwick,Public Transit,2016,Percent,0.70143,304
East New York,Public Transit,2016,Percent,0.63956,305
Park Slope,Public Transit,2016,Percent,0.6977,306
Sunset Park,Public Transit,2016,Percent,0.64232,307
Crown Heights North,Public Transit,2016,Percent,0.70959,308
Crown Heights South,Public Transit,2016,Percent,0.6866,309
Bay Ridge,Public Transit,2016,Percent,0.56472,310
Bensonhurst,Public Transit,2016,Percent,0.58545,311
Borough Park,Public Transit,2016,Percent,0.45427,312
Coney Island,Public Transit,2016,Percent,0.52534,313
Flatbush/Midwood,Public Transit,2016,Percent,0.61974,314
Sheepshead Bay,Public Transit,2016,Percent,0.46826,315
Brownsville,Public Transit,2016,Percent,0.6944,316
East Flatbush,Public Transit,2016,Percent,0.63372,317
Canarsie,Public Transit,2016,Percent,0.4841,318
Astoria,Public Transit,2016,Percent,0.7056,401
Sunnyside/Woodside,Public Transit,2016,Percent,0.7159,402
Jackson Heights,Public Transit,2016,Percent,0.66476,403
Elmhurst/Corona,Public Transit,2016,Percent,0.65747,404
Ridgewood/Glendale,Public Transit,2016,Percent,0.52863,405
Rego Park/Forest Hills,Public Transit,2016,Percent,0.58943,406
Flushing,Public Transit,2016,Percent,0.38638,407
Fresh Meadows/Briarwood,Public Transit,2016,Percent,0.40878,408
Woodhaven,Public Transit,2016,Percent,0.58609,409
Howard Beach,Public Transit,2016,Percent,0.42263,410
Bayside,Public Transit,2016,Percent,0.36508,411
Jamaica/St. Albans,Public Transit,2016,Percent,0.50206,412
Queens Village,Public Transit,2016,Percent,0.36639,413
The Rockaways,Public Transit,2016,Percent,0.39782,414
St. George,Public Transit,2016,Percent,0.38785,501
South Beach,Public Transit,2016,Percent,0.28819,502
Tottenville,Public Transit,2016,Percent,0.22907,503
Bronx,Public Transit,2016,Percent,0.60093,36005
Brooklyn,Public Transit,2016,Percent,0.61825,36047
Manhattan,Public Transit,2016,Percent,0.59222,36061
Queens,Public Transit,2016,Percent,0.52077,36081
Staten Island,Public Transit,2016,Percent,0.30262,36085
New York City,Public Transit,2016,Percent,0.56638,3651000
Battery Park/Tribeca,Public Transit,2017,Percent,0.54083,101
Greenwich Village,Public Transit,2017,Percent,0.54083,102
Lower East Side,Public Transit,2017,Percent,0.50402,103
Chelsea/Clinton,Public Transit,2017,Percent,0.48869,104
Midtown Business District,Public Transit,2017,Percent,0.48869,105
Murray Hill/Stuyvesant,Public Transit,2017,Percent,0.42694,106
Upper West Side,Public Transit,2017,Percent,0.60934,107
Upper East Side,Public Transit,2017,Percent,0.58441,108
Central Harlem,Public Transit,2017,Percent,0.70891,110
East Harlem,Public Transit,2017,Percent,0.72538,111
Washington Heights,Public Transit,2017,Percent,0.68803,112
Mott Haven,Public Transit,2017,Percent,0.6362,201
Hunts Point,Public Transit,2017,Percent,0.6362,202
Morrisania,Public Transit,2017,Percent,0.63767,203
Concourse/Highbridge,Public Transit,2017,Percent,0.70592,204
University Heights,Public Transit,2017,Percent,0.68043,205
East Tremont,Public Transit,2017,Percent,0.63767,206
Bedford Park,Public Transit,2017,Percent,0.65984,207
Riverdale,Public Transit,2017,Percent,0.58984,208
Unionport/Soundview,Public Transit,2017,Percent,0.59722,209
Throgs Neck,Public Transit,2017,Percent,0.45737,210
Pelham Parkway,Public Transit,2017,Percent,0.50815,211
Williamsbridge,Public Transit,2017,Percent,0.49913,212
Williamsburg/Greenpoint,Public Transit,2017,Percent,0.6241,301
Fort Greene/Brooklyn Hts,Public Transit,2017,Percent,0.69627,302
Bedford Stuyvesant,Public Transit,2017,Percent,0.63803,303
Bushwick,Public Transit,2017,Percent,0.69435,304
East New York,Public Transit,2017,Percent,0.69779,305
Park Slope,Public Transit,2017,Percent,0.66072,306
Sunset Park,Public Transit,2017,Percent,0.60506,307
Crown Heights North,Public Transit,2017,Percent,0.70514,308
Crown Heights South,Public Transit,2017,Percent,0.66627,309
Bay Ridge,Public Transit,2017,Percent,0.55215,310
Bensonhurst,Public Transit,2017,Percent,0.56535,311
Borough Park,Public Transit,2017,Percent,0.38888,312
Flatbush/Midwood,Public Transit,2017,Percent,0.58987,314
Sheepshead Bay,Public Transit,2017,Percent,0.47759,315
East Flatbush,Public Transit,2017,Percent,0.65552,317
Canarsie,Public Transit,2017,Percent,0.50801,318
Astoria,Public Transit,2017,Percent,0.69987,401
Sunnyside/Woodside,Public Transit,2017,Percent,0.66231,402
Jackson Heights,Public Transit,2017,Percent,0.60856,403
Elmhurst/Corona,Public Transit,2017,Percent,0.64589,404
Ridgewood/Glendale,Public Transit,2017,Percent,0.54258,405
Rego Park/Forest Hills,Public Transit,2017,Percent,0.63155,406
Flushing,Public Transit,2017,Percent,0.39459,407
Fresh Meadows/Briarwood,Public Transit,2017,Percent,0.44181,408
Woodhaven,Public Transit,2017,Percent,0.56402,409
Howard Beach,Public Transit,2017,Percent,0.41645,410
Bayside,Public Transit,2017,Percent,0.3448,411
Jamaica/St. Albans,Public Transit,2017,Percent,0.46672,412
Queens Village,Public Transit,2017,Percent,0.33692,413
The Rockaways,Public Transit,2017,Percent,0.37296,414
St. George,Public Transit,2017,Percent,0.3443,501
South Beach,Public Transit,2017,Percent,0.28576,502
Tottenville,Public Transit,2017,Percent,0.23501,503
Bronx,Public Transit,2017,Percent,0.59838,36005
Brooklyn,Public Transit,2017,Percent,0.61045,36047
Manhattan,Public Transit,2017,Percent,0.58731,36061
Queens,Public Transit,2017,Percent,0.50786,36081
Staten Island,Public Transit,2017,Percent,0.28911,36085
New York City,Public Transit,2017,Percent,0.55786,3651000
Battery Park/Tribeca,Public Transit,2018,Percent,0.54597,101
Greenwich Village,Public Transit,2018,Percent,0.54597,102
Lower East Side,Public Transit,2018,Percent,0.53088,103
Chelsea/Clinton,Public Transit,2018,Percent,0.49882,104
Midtown Business District,Public Transit,2018,Percent,0.49882,105
Murray Hill/Stuyvesant,Public Transit,2018,Percent,0.47092,106
Upper West Side,Public Transit,2018,Percent,0.60389,107
Upper East Side,Public Transit,2018,Percent,0.59716,108
Manhattanville,Public Transit,2018,Percent,0.70281,109
Central Harlem,Public Transit,2018,Percent,0.74365,110
East Harlem,Public Transit,2018,Percent,0.70889,111
Washington Heights,Public Transit,2018,Percent,0.69669,112
Mott Haven,Public Transit,2018,Percent,0.65347,201
Hunts Point,Public Transit,2018,Percent,0.65347,202
Morrisania,Public Transit,2018,Percent,0.62244,203
Concourse/Highbridge,Public Transit,2018,Percent,0.68953,204
University Heights,Public Transit,2018,Percent,0.63128,205
East Tremont,Public Transit,2018,Percent,0.62244,206
Bedford Park,Public Transit,2018,Percent,0.67378,207
Riverdale,Public Transit,2018,Percent,0.52269,208
Unionport/Soundview,Public Transit,2018,Percent,0.59781,209
Throgs Neck,Public Transit,2018,Percent,0.40218,210
Pelham Parkway,Public Transit,2018,Percent,0.51968,211
Williamsbridge,Public Transit,2018,Percent,0.49839,212
Williamsburg/Greenpoint,Public Transit,2018,Percent,0.61975,301
Fort Greene/Brooklyn Hts,Public Transit,2018,Percent,0.67116,302
Bedford Stuyvesant,Public Transit,2018,Percent,0.62987,303
Bushwick,Public Transit,2018,Percent,0.69695,304
East New York,Public Transit,2018,Percent,0.60237,305
Park Slope,Public Transit,2018,Percent,0.64562,306
Sunset Park,Public Transit,2018,Percent,0.59994,307
Crown Heights North,Public Transit,2018,Percent,0.71089,308
Crown Heights South,Public Transit,2018,Percent,0.69223,309
Bay Ridge,Public Transit,2018,Percent,0.56499,310
Bensonhurst,Public Transit,2018,Percent,0.5935,311
Borough Park,Public Transit,2018,Percent,0.41728,312
Coney Island,Public Transit,2018,Percent,0.53054,313
Flatbush/Midwood,Public Transit,2018,Percent,0.62708,314
Sheepshead Bay,Public Transit,2018,Percent,0.50074,315
East Flatbush,Public Transit,2018,Percent,0.62778,317
Canarsie,Public Transit,2018,Percent,0.47084,318
Astoria,Public Transit,2018,Percent,0.6982,401
Sunnyside/Woodside,Public Transit,2018,Percent,0.69914,402
Jackson Heights,Public Transit,2018,Percent,0.61565,403
Elmhurst/Corona,Public Transit,2018,Percent,0.67938,404
Ridgewood/Glendale,Public Transit,2018,Percent,0.54297,405
Rego Park/Forest Hills,Public Transit,2018,Percent,0.60391,406
Flushing,Public Transit,2018,Percent,0.40633,407
Fresh Meadows/Briarwood,Public Transit,2018,Percent,0.48866,408
Woodhaven,Public Transit,2018,Percent,0.50461,409
Howard Beach,Public Transit,2018,Percent,0.40535,410
Bayside,Public Transit,2018,Percent,0.33324,411
